Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'LSSSSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,479,360
  scalars                 : 14
  total                   : 47,645,198
Estimated FLOPs per token: 2.166651e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011503 | lrm: 1.00 | dt: 15641ms | tok/sec: 33,520 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.125709 | lrm: 1.00 | dt: 278ms | tok/sec: 1,885,359 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.870928 | lrm: 1.00 | dt: 280ms | tok/sec: 1,869,180 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.433020 | lrm: 1.00 | dt: 280ms | tok/sec: 1,874,444 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.042239 | lrm: 1.00 | dt: 300ms | tok/sec: 1,747,003 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.638421 | lrm: 1.00 | dt: 284ms | tok/sec: 1,847,923 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.371412 | lrm: 1.00 | dt: 281ms | tok/sec: 1,866,224 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.148875 | lrm: 1.00 | dt: 292ms | tok/sec: 1,792,579 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.969417 | lrm: 1.00 | dt: 288ms | tok/sec: 1,818,506 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.770024 | lrm: 1.00 | dt: 283ms | tok/sec: 1,849,955 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.617823 | lrm: 1.00 | dt: 284ms | tok/sec: 1,843,046 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.448731 | lrm: 1.00 | dt: 291ms | tok/sec: 1,800,392 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.355010 | lrm: 1.00 | dt: 287ms | tok/sec: 1,828,708 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.323933 | lrm: 1.00 | dt: 282ms | tok/sec: 1,860,537 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00773 (73.7%) | loss: 3.394787 | lrm: 0.44 | dt: 292ms | tok/sec: 1,797,490 | mfu: 39.4% | epoch: 1 | remaining: 79s    
step 00774 (73.8%) | loss: 3.391694 | lrm: 0.44 | dt: 292ms | tok/sec: 1,797,931 | mfu: 39.4% | epoch: 1 | remaining: 78s    
step 00775 (73.9%) | loss: 3.420708 | lrm: 0.44 | dt: 290ms | tok/sec: 1,808,437 | mfu: 39.6% | epoch: 1 | remaining: 78s    
step 00776 (74.0%) | loss: 3.434139 | lrm: 0.43 | dt: 291ms | tok/sec: 1,799,778 | mfu: 39.4% | epoch: 1 | remaining: 78s    
step 00777 (74.0%) | loss: 3.396785 | lrm: 0.43 | dt: 289ms | tok/sec: 1,813,956 | mfu: 39.7% | epoch: 1 | remaining: 78s    
step 00778 (74.1%) | loss: 3.424287 | lrm: 0.43 | dt: 291ms | tok/sec: 1,804,621 | mfu: 39.5% | epoch: 1 | remaining: 77s    
step 00779 (74.2%) | loss: 3.443440 | lrm: 0.43 | dt: 289ms | tok/sec: 1,816,125 | mfu: 39.8% | epoch: 1 | remaining: 77s    
step 00780 (74.3%) | loss: 3.428005 | lrm: 0.43 | dt: 292ms | tok/sec: 1,795,767 | mfu: 39.3% | epoch: 1 | remaining: 77s    
step 00781 (74.4%) | loss: 3.418263 | lrm: 0.43 | dt: 289ms | tok/sec: 1,815,158 | mfu: 39.7% | epoch: 1 | remaining: 76s    
step 00782 (74.5%) | loss: 3.441384 | lrm: 0.42 | dt: 290ms | tok/sec: 1,808,121 | mfu: 39.6% | epoch: 1 | remaining: 76s    
step 00783 (74.6%) | loss: 3.455766 | lrm: 0.42 | dt: 290ms | tok/sec: 1,807,154 | mfu: 39.6% | epoch: 1 | remaining: 76s    
step 00784 (74.7%) | loss: 3.442422 | lrm: 0.42 | dt: 290ms | tok/sec: 1,806,403 | mfu: 39.6% | epoch: 1 | remaining: 76s    
step 00785 (74.8%) | loss: 3.457720 | lrm: 0.42 | dt: 291ms | tok/sec: 1,803,731 | mfu: 39.5% | epoch: 1 | remaining: 75s    
step 00786 (74.9%) | loss: 3.460806 | lrm: 0.42 | dt: 291ms | tok/sec: 1,802,094 | mfu: 39.5% | epoch: 1 | remaining: 75s    
step 00787 (75.0%) | loss: 3.422550 | lrm: 0.42 | dt: 292ms | tok/sec: 1,793,377 | mfu: 39.3% | epoch: 1 | remaining: 75s    
step 00788 (75.1%) | loss: 3.416371 | lrm: 0.41 | dt: 289ms | tok/sec: 1,816,484 | mfu: 39.8% | epoch: 1 | remaining: 74s    
step 00789 (75.2%) | loss: 3.452341 | lrm: 0.41 | dt: 292ms | tok/sec: 1,796,630 | mfu: 39.3% | epoch: 1 | remaining: 74s    
step 00790 (75.3%) | loss: 3.475127 | lrm: 0.41 | dt: 291ms | tok/sec: 1,803,535 | mfu: 39.5% | epoch: 1 | remaining: 74s    
step 00791 (75.4%) | loss: 3.462399 | lrm: 0.41 | dt: 292ms | tok/sec: 1,792,510 | mfu: 39.2% | epoch: 1 | remaining: 74s    
step 00792 (75.5%) | loss: 3.454157 | lrm: 0.41 | dt: 289ms | tok/sec: 1,813,996 | mfu: 39.7% | epoch: 1 | remaining: 73s    
step 00793 (75.6%) | loss: 3.468899 | lrm: 0.41 | dt: 291ms | tok/sec: 1,802,810 | mfu: 39.5% | epoch: 1 | remaining: 73s    
step 00794 (75.7%) | loss: 3.436062 | lrm: 0.41 | dt: 291ms | tok/sec: 1,804,454 | mfu: 39.5% | epoch: 1 | remaining: 73s    
step 00795 (75.8%) | loss: 3.455792 | lrm: 0.40 | dt: 291ms | tok/sec: 1,802,829 | mfu: 39.5% | epoch: 1 | remaining: 72s    
step 00796 (75.9%) | loss: 3.443154 | lrm: 0.40 | dt: 293ms | tok/sec: 1,788,466 | mfu: 39.2% | epoch: 1 | remaining: 72s    
step 00797 (76.0%) | loss: 3.419277 | lrm: 0.40 | dt: 291ms | tok/sec: 1,800,537 | mfu: 39.4% | epoch: 1 | remaining: 72s    
step 00798 (76.1%) | loss: 3.372705 | lrm: 0.40 | dt: 293ms | tok/sec: 1,789,051 | mfu: 39.2% | epoch: 1 | remaining: 71s    
step 00799 (76.2%) | loss: 3.332125 | lrm: 0.40 | dt: 289ms | tok/sec: 1,812,229 | mfu: 39.7% | epoch: 1 | remaining: 71s    
step 00800 (76.3%) | loss: 3.338587 | lrm: 0.40 | dt: 292ms | tok/sec: 1,796,570 | mfu: 39.3% | epoch: 1 | remaining: 71s    
step 00801 (76.4%) | loss: 3.351631 | lrm: 0.39 | dt: 289ms | tok/sec: 1,814,275 | mfu: 39.7% | epoch: 1 | remaining: 71s    
step 00802 (76.5%) | loss: 3.383861 | lrm: 0.39 | dt: 290ms | tok/sec: 1,807,310 | mfu: 39.6% | epoch: 1 | remaining: 70s    
step 00803 (76.6%) | loss: 3.371463 | lrm: 0.39 | dt: 290ms | tok/sec: 1,807,032 | mfu: 39.6% | epoch: 1 | remaining: 70s    
step 00804 (76.7%) | loss: 3.361672 | lrm: 0.39 | dt: 290ms | tok/sec: 1,805,709 | mfu: 39.5% | epoch: 1 | remaining: 70s    
step 00805 (76.8%) | loss: 3.396884 | lrm: 0.39 | dt: 287ms | tok/sec: 1,825,463 | mfu: 40.0% | epoch: 1 | remaining: 69s    
step 00806 (76.9%) | loss: 3.354789 | lrm: 0.39 | dt: 290ms | tok/sec: 1,809,369 | mfu: 39.6% | epoch: 1 | remaining: 69s    
step 00807 (77.0%) | loss: 3.339221 | lrm: 0.38 | dt: 291ms | tok/sec: 1,800,683 | mfu: 39.4% | epoch: 1 | remaining: 69s    
step 00808 (77.0%) | loss: 3.333124 | lrm: 0.38 | dt: 291ms | tok/sec: 1,804,343 | mfu: 39.5% | epoch: 1 | remaining: 69s    
step 00809 (77.1%) | loss: 3.352502 | lrm: 0.38 | dt: 289ms | tok/sec: 1,816,626 | mfu: 39.8% | epoch: 1 | remaining: 68s    
step 00810 (77.2%) | loss: 3.299732 | lrm: 0.38 | dt: 291ms | tok/sec: 1,804,283 | mfu: 39.5% | epoch: 1 | remaining: 68s    
step 00811 (77.3%) | loss: 3.287849 | lrm: 0.38 | dt: 289ms | tok/sec: 1,812,640 | mfu: 39.7% | epoch: 1 | remaining: 68s    
step 00812 (77.4%) | loss: 3.314309 | lrm: 0.38 | dt: 291ms | tok/sec: 1,802,169 | mfu: 39.5% | epoch: 1 | remaining: 67s    
step 00813 (77.5%) | loss: 3.324827 | lrm: 0.37 | dt: 291ms | tok/sec: 1,799,338 | mfu: 39.4% | epoch: 1 | remaining: 67s    
step 00814 (77.6%) | loss: 3.319269 | lrm: 0.37 | dt: 290ms | tok/sec: 1,805,356 | mfu: 39.5% | epoch: 1 | remaining: 67s    
step 00815 (77.7%) | loss: 3.300909 | lrm: 0.37 | dt: 289ms | tok/sec: 1,813,723 | mfu: 39.7% | epoch: 1 | remaining: 67s    
step 00816 (77.8%) | loss: 3.364527 | lrm: 0.37 | dt: 291ms | tok/sec: 1,800,104 | mfu: 39.4% | epoch: 1 | remaining: 66s    
step 00817 (77.9%) | loss: 3.413680 | lrm: 0.37 | dt: 292ms | tok/sec: 1,796,021 | mfu: 39.3% | epoch: 1 | remaining: 66s    
step 00818 (78.0%) | loss: 3.410910 | lrm: 0.37 | dt: 290ms | tok/sec: 1,806,023 | mfu: 39.5% | epoch: 1 | remaining: 66s    
step 00819 (78.1%) | loss: 3.383646 | lrm: 0.36 | dt: 292ms | tok/sec: 1,795,044 | mfu: 39.3% | epoch: 1 | remaining: 65s    
step 00820 (78.2%) | loss: 3.380535 | lrm: 0.36 | dt: 291ms | tok/sec: 1,804,251 | mfu: 39.5% | epoch: 1 | remaining: 65s    
step 00821 (78.3%) | loss: 3.390937 | lrm: 0.36 | dt: 292ms | tok/sec: 1,793,263 | mfu: 39.3% | epoch: 1 | remaining: 65s    
step 00822 (78.4%) | loss: 3.332595 | lrm: 0.36 | dt: 287ms | tok/sec: 1,827,770 | mfu: 40.0% | epoch: 1 | remaining: 64s    
step 00823 (78.5%) | loss: 3.346967 | lrm: 0.36 | dt: 291ms | tok/sec: 1,800,279 | mfu: 39.4% | epoch: 1 | remaining: 64s    
step 00824 (78.6%) | loss: 3.381808 | lrm: 0.36 | dt: 289ms | tok/sec: 1,812,917 | mfu: 39.7% | epoch: 1 | remaining: 64s    
step 00825 (78.7%) | loss: 3.397894 | lrm: 0.36 | dt: 290ms | tok/sec: 1,807,302 | mfu: 39.6% | epoch: 1 | remaining: 64s    
step 00826 (78.8%) | loss: 3.432700 | lrm: 0.35 | dt: 290ms | tok/sec: 1,809,079 | mfu: 39.6% | epoch: 1 | remaining: 63s    
step 00827 (78.9%) | loss: 3.446478 | lrm: 0.35 | dt: 292ms | tok/sec: 1,797,520 | mfu: 39.4% | epoch: 1 | remaining: 63s    
step 00828 (79.0%) | loss: 3.498644 | lrm: 0.35 | dt: 287ms | tok/sec: 1,824,632 | mfu: 40.0% | epoch: 1 | remaining: 63s    
step 00829 (79.1%) | loss: 3.480666 | lrm: 0.35 | dt: 292ms | tok/sec: 1,794,702 | mfu: 39.3% | epoch: 1 | remaining: 62s    
step 00830 (79.2%) | loss: 3.460932 | lrm: 0.35 | dt: 290ms | tok/sec: 1,805,234 | mfu: 39.5% | epoch: 1 | remaining: 62s    
step 00831 (79.3%) | loss: 3.485407 | lrm: 0.35 | dt: 291ms | tok/sec: 1,800,157 | mfu: 39.4% | epoch: 1 | remaining: 62s    
step 00832 (79.4%) | loss: 3.481655 | lrm: 0.34 | dt: 290ms | tok/sec: 1,807,672 | mfu: 39.6% | epoch: 1 | remaining: 62s    
step 00833 (79.5%) | loss: 3.483922 | lrm: 0.34 | dt: 290ms | tok/sec: 1,805,221 | mfu: 39.5% | epoch: 1 | remaining: 61s    
step 00834 (79.6%) | loss: 3.439249 | lrm: 0.34 | dt: 290ms | tok/sec: 1,805,743 | mfu: 39.5% | epoch: 1 | remaining: 61s    
step 00835 (79.7%) | loss: 3.442817 | lrm: 0.34 | dt: 292ms | tok/sec: 1,795,538 | mfu: 39.3% | epoch: 1 | remaining: 61s    
step 00836 (79.8%) | loss: 3.410928 | lrm: 0.34 | dt: 290ms | tok/sec: 1,807,467 | mfu: 39.6% | epoch: 1 | remaining: 60s    
step 00837 (79.9%) | loss: 3.390691 | lrm: 0.34 | dt: 290ms | tok/sec: 1,809,124 | mfu: 39.6% | epoch: 1 | remaining: 60s    
step 00838 (80.0%) | loss: 3.387164 | lrm: 0.33 | dt: 290ms | tok/sec: 1,806,676 | mfu: 39.6% | epoch: 1 | remaining: 60s    
step 00839 (80.0%) | loss: 3.400734 | lrm: 0.33 | dt: 291ms | tok/sec: 1,803,782 | mfu: 39.5% | epoch: 1 | remaining: 60s    
step 00840 (80.1%) | loss: 3.357510 | lrm: 0.33 | dt: 291ms | tok/sec: 1,801,916 | mfu: 39.5% | epoch: 1 | remaining: 59s    
step 00841 (80.2%) | loss: 3.307891 | lrm: 0.33 | dt: 289ms | tok/sec: 1,814,234 | mfu: 39.7% | epoch: 1 | remaining: 59s    
step 00842 (80.3%) | loss: 3.267931 | lrm: 0.33 | dt: 289ms | tok/sec: 1,817,050 | mfu: 39.8% | epoch: 1 | remaining: 59s    
step 00843 (80.4%) | loss: 3.269940 | lrm: 0.33 | dt: 291ms | tok/sec: 1,799,199 | mfu: 39.4% | epoch: 1 | remaining: 58s    
step 00844 (80.5%) | loss: 3.280034 | lrm: 0.32 | dt: 293ms | tok/sec: 1,787,993 | mfu: 39.2% | epoch: 1 | remaining: 58s    
step 00845 (80.6%) | loss: 3.303261 | lrm: 0.32 | dt: 292ms | tok/sec: 1,792,954 | mfu: 39.3% | epoch: 1 | remaining: 58s    
step 00846 (80.7%) | loss: 3.261078 | lrm: 0.32 | dt: 291ms | tok/sec: 1,804,041 | mfu: 39.5% | epoch: 1 | remaining: 58s    
step 00847 (80.8%) | loss: 3.271560 | lrm: 0.32 | dt: 290ms | tok/sec: 1,808,313 | mfu: 39.6% | epoch: 1 | remaining: 57s    
step 00848 (80.9%) | loss: 3.271684 | lrm: 0.32 | dt: 292ms | tok/sec: 1,797,464 | mfu: 39.4% | epoch: 1 | remaining: 57s    
step 00849 (81.0%) | loss: 3.238368 | lrm: 0.32 | dt: 290ms | tok/sec: 1,806,434 | mfu: 39.6% | epoch: 1 | remaining: 57s    
step 00850 (81.1%) | loss: 3.189571 | lrm: 0.31 | dt: 290ms | tok/sec: 1,808,804 | mfu: 39.6% | epoch: 1 | remaining: 56s    
step 00851 (81.2%) | loss: 3.215940 | lrm: 0.31 | dt: 290ms | tok/sec: 1,806,646 | mfu: 39.6% | epoch: 1 | remaining: 56s    
step 00852 (81.3%) | loss: 3.190537 | lrm: 0.31 | dt: 290ms | tok/sec: 1,805,086 | mfu: 39.5% | epoch: 1 | remaining: 56s    
step 00853 (81.4%) | loss: 3.166244 | lrm: 0.31 | dt: 291ms | tok/sec: 1,803,937 | mfu: 39.5% | epoch: 1 | remaining: 55s    
step 00854 (81.5%) | loss: 3.191606 | lrm: 0.31 | dt: 288ms | tok/sec: 1,819,902 | mfu: 39.8% | epoch: 1 | remaining: 55s    
step 00855 (81.6%) | loss: 3.184571 | lrm: 0.31 | dt: 291ms | tok/sec: 1,803,899 | mfu: 39.5% | epoch: 1 | remaining: 55s    
step 00856 (81.7%) | loss: 3.218933 | lrm: 0.31 | dt: 290ms | tok/sec: 1,809,587 | mfu: 39.6% | epoch: 1 | remaining: 55s    
step 00857 (81.8%) | loss: 3.229722 | lrm: 0.30 | dt: 291ms | tok/sec: 1,802,736 | mfu: 39.5% | epoch: 1 | remaining: 54s    
step 00858 (81.9%) | loss: 3.247264 | lrm: 0.30 | dt: 291ms | tok/sec: 1,803,057 | mfu: 39.5% | epoch: 1 | remaining: 54s    
step 00859 (82.0%) | loss: 3.275507 | lrm: 0.30 | dt: 293ms | tok/sec: 1,792,213 | mfu: 39.2% | epoch: 1 | remaining: 54s    
step 00860 (82.1%) | loss: 3.282697 | lrm: 0.30 | dt: 291ms | tok/sec: 1,802,445 | mfu: 39.5% | epoch: 1 | remaining: 53s    
step 00861 (82.2%) | loss: 3.284583 | lrm: 0.30 | dt: 289ms | tok/sec: 1,814,988 | mfu: 39.7% | epoch: 1 | remaining: 53s    
step 00862 (82.3%) | loss: 3.351835 | lrm: 0.30 | dt: 290ms | tok/sec: 1,807,065 | mfu: 39.6% | epoch: 1 | remaining: 53s    
step 00863 (82.4%) | loss: 3.351818 | lrm: 0.29 | dt: 292ms | tok/sec: 1,794,046 | mfu: 39.3% | epoch: 1 | remaining: 53s    
step 00864 (82.5%) | loss: 3.363924 | lrm: 0.29 | dt: 290ms | tok/sec: 1,809,508 | mfu: 39.6% | epoch: 1 | remaining: 52s    
step 00865 (82.6%) | loss: 3.377984 | lrm: 0.29 | dt: 291ms | tok/sec: 1,803,480 | mfu: 39.5% | epoch: 1 | remaining: 52s    
step 00866 (82.7%) | loss: 3.387942 | lrm: 0.29 | dt: 287ms | tok/sec: 1,826,740 | mfu: 40.0% | epoch: 1 | remaining: 52s    
step 00867 (82.8%) | loss: 3.388931 | lrm: 0.29 | dt: 290ms | tok/sec: 1,806,085 | mfu: 39.5% | epoch: 1 | remaining: 51s    
step 00868 (82.9%) | loss: 3.411014 | lrm: 0.29 | dt: 289ms | tok/sec: 1,816,194 | mfu: 39.8% | epoch: 1 | remaining: 51s    
step 00869 (83.0%) | loss: 3.418099 | lrm: 0.28 | dt: 292ms | tok/sec: 1,795,321 | mfu: 39.3% | epoch: 1 | remaining: 51s    
step 00870 (83.1%) | loss: 3.378092 | lrm: 0.28 | dt: 292ms | tok/sec: 1,793,930 | mfu: 39.3% | epoch: 1 | remaining: 51s    
step 00871 (83.1%) | loss: 3.355329 | lrm: 0.28 | dt: 291ms | tok/sec: 1,803,714 | mfu: 39.5% | epoch: 1 | remaining: 50s    
step 00872 (83.2%) | loss: 3.317432 | lrm: 0.28 | dt: 290ms | tok/sec: 1,808,752 | mfu: 39.6% | epoch: 1 | remaining: 50s    
step 00873 (83.3%) | loss: 3.292429 | lrm: 0.28 | dt: 292ms | tok/sec: 1,796,451 | mfu: 39.3% | epoch: 1 | remaining: 50s    
step 00874 (83.4%) | loss: 3.326327 | lrm: 0.28 | dt: 290ms | tok/sec: 1,807,552 | mfu: 39.6% | epoch: 1 | remaining: 49s    
step 00875 (83.5%) | loss: 3.330554 | lrm: 0.27 | dt: 290ms | tok/sec: 1,808,062 | mfu: 39.6% | epoch: 1 | remaining: 49s    
step 00876 (83.6%) | loss: 3.323213 | lrm: 0.27 | dt: 290ms | tok/sec: 1,807,895 | mfu: 39.6% | epoch: 1 | remaining: 49s    
step 00877 (83.7%) | loss: 3.349131 | lrm: 0.27 | dt: 292ms | tok/sec: 1,797,258 | mfu: 39.4% | epoch: 1 | remaining: 49s    
step 00878 (83.8%) | loss: 3.352986 | lrm: 0.27 | dt: 291ms | tok/sec: 1,804,621 | mfu: 39.5% | epoch: 1 | remaining: 48s    
step 00879 (83.9%) | loss: 3.285505 | lrm: 0.27 | dt: 290ms | tok/sec: 1,807,959 | mfu: 39.6% | epoch: 1 | remaining: 48s    
step 00880 (84.0%) | loss: 3.288313 | lrm: 0.27 | dt: 290ms | tok/sec: 1,808,840 | mfu: 39.6% | epoch: 1 | remaining: 48s    
step 00881 (84.1%) | loss: 3.293723 | lrm: 0.26 | dt: 288ms | tok/sec: 1,818,957 | mfu: 39.8% | epoch: 1 | remaining: 47s    
step 00882 (84.2%) | loss: 3.311202 | lrm: 0.26 | dt: 290ms | tok/sec: 1,808,618 | mfu: 39.6% | epoch: 1 | remaining: 47s    
step 00883 (84.3%) | loss: 3.296552 | lrm: 0.26 | dt: 291ms | tok/sec: 1,801,980 | mfu: 39.5% | epoch: 1 | remaining: 47s    
step 00884 (84.4%) | loss: 3.302696 | lrm: 0.26 | dt: 291ms | tok/sec: 1,799,877 | mfu: 39.4% | epoch: 1 | remaining: 46s    
step 00885 (84.5%) | loss: 3.319534 | lrm: 0.26 | dt: 289ms | tok/sec: 1,811,474 | mfu: 39.7% | epoch: 1 | remaining: 46s    
step 00886 (84.6%) | loss: 3.311919 | lrm: 0.26 | dt: 290ms | tok/sec: 1,807,974 | mfu: 39.6% | epoch: 1 | remaining: 46s    
step 00887 (84.7%) | loss: 3.312196 | lrm: 0.26 | dt: 289ms | tok/sec: 1,813,551 | mfu: 39.7% | epoch: 1 | remaining: 46s    
step 00888 (84.8%) | loss: 3.336062 | lrm: 0.25 | dt: 291ms | tok/sec: 1,803,628 | mfu: 39.5% | epoch: 1 | remaining: 45s    
step 00889 (84.9%) | loss: 3.326715 | lrm: 0.25 | dt: 289ms | tok/sec: 1,811,677 | mfu: 39.7% | epoch: 1 | remaining: 45s    
step 00890 (85.0%) | loss: 3.353637 | lrm: 0.25 | dt: 292ms | tok/sec: 1,797,451 | mfu: 39.4% | epoch: 1 | remaining: 45s    
step 00891 (85.1%) | loss: 3.338148 | lrm: 0.25 | dt: 289ms | tok/sec: 1,811,902 | mfu: 39.7% | epoch: 1 | remaining: 44s    
step 00892 (85.2%) | loss: 3.384318 | lrm: 0.25 | dt: 292ms | tok/sec: 1,796,047 | mfu: 39.3% | epoch: 1 | remaining: 44s    
step 00893 (85.3%) | loss: 3.331495 | lrm: 0.25 | dt: 290ms | tok/sec: 1,804,842 | mfu: 39.5% | epoch: 1 | remaining: 44s    
step 00894 (85.4%) | loss: 3.266647 | lrm: 0.24 | dt: 291ms | tok/sec: 1,802,036 | mfu: 39.5% | epoch: 1 | remaining: 44s    
step 00895 (85.5%) | loss: 3.281268 | lrm: 0.24 | dt: 290ms | tok/sec: 1,805,606 | mfu: 39.5% | epoch: 1 | remaining: 43s    
step 00896 (85.6%) | loss: 3.266197 | lrm: 0.24 | dt: 290ms | tok/sec: 1,807,559 | mfu: 39.6% | epoch: 1 | remaining: 43s    
step 00897 (85.7%) | loss: 3.245111 | lrm: 0.24 | dt: 292ms | tok/sec: 1,797,994 | mfu: 39.4% | epoch: 1 | remaining: 43s    
step 00898 (85.8%) | loss: 3.280473 | lrm: 0.24 | dt: 290ms | tok/sec: 1,810,360 | mfu: 39.6% | epoch: 1 | remaining: 42s    
step 00899 (85.9%) | loss: 3.226579 | lrm: 0.24 | dt: 290ms | tok/sec: 1,810,515 | mfu: 39.6% | epoch: 1 | remaining: 42s    
step 00900 (86.0%) | loss: 3.186864 | lrm: 0.23 | dt: 290ms | tok/sec: 1,810,414 | mfu: 39.6% | epoch: 1 | remaining: 42s    
step 00901 (86.1%) | loss: 3.214057 | lrm: 0.23 | dt: 290ms | tok/sec: 1,809,755 | mfu: 39.6% | epoch: 1 | remaining: 42s    
step 00902 (86.1%) | loss: 3.234831 | lrm: 0.23 | dt: 291ms | tok/sec: 1,803,657 | mfu: 39.5% | epoch: 1 | remaining: 41s    
step 00903 (86.2%) | loss: 3.243371 | lrm: 0.23 | dt: 289ms | tok/sec: 1,817,120 | mfu: 39.8% | epoch: 1 | remaining: 41s    
step 00904 (86.3%) | loss: 3.242853 | lrm: 0.23 | dt: 292ms | tok/sec: 1,796,963 | mfu: 39.3% | epoch: 1 | remaining: 41s    
step 00905 (86.4%) | loss: 3.259637 | lrm: 0.23 | dt: 291ms | tok/sec: 1,799,744 | mfu: 39.4% | epoch: 1 | remaining: 40s    
step 00906 (86.5%) | loss: 3.302233 | lrm: 0.22 | dt: 291ms | tok/sec: 1,804,221 | mfu: 39.5% | epoch: 1 | remaining: 40s    
step 00907 (86.6%) | loss: 3.292244 | lrm: 0.22 | dt: 290ms | tok/sec: 1,805,949 | mfu: 39.5% | epoch: 1 | remaining: 40s    
step 00908 (86.7%) | loss: 3.308508 | lrm: 0.22 | dt: 289ms | tok/sec: 1,812,923 | mfu: 39.7% | epoch: 1 | remaining: 40s    
step 00909 (86.8%) | loss: 3.322971 | lrm: 0.22 | dt: 292ms | tok/sec: 1,793,675 | mfu: 39.3% | epoch: 1 | remaining: 39s    
step 00910 (86.9%) | loss: 3.354087 | lrm: 0.22 | dt: 291ms | tok/sec: 1,802,948 | mfu: 39.5% | epoch: 1 | remaining: 39s    
step 00911 (87.0%) | loss: 3.308049 | lrm: 0.22 | dt: 291ms | tok/sec: 1,800,171 | mfu: 39.4% | epoch: 1 | remaining: 39s    
step 00912 (87.1%) | loss: 3.338134 | lrm: 0.21 | dt: 288ms | tok/sec: 1,820,653 | mfu: 39.9% | epoch: 1 | remaining: 38s    
step 00913 (87.2%) | loss: 3.355952 | lrm: 0.21 | dt: 291ms | tok/sec: 1,800,282 | mfu: 39.4% | epoch: 1 | remaining: 38s    
step 00914 (87.3%) | loss: 3.351515 | lrm: 0.21 | dt: 291ms | tok/sec: 1,800,052 | mfu: 39.4% | epoch: 1 | remaining: 38s    
step 00915 (87.4%) | loss: 3.342747 | lrm: 0.21 | dt: 292ms | tok/sec: 1,795,490 | mfu: 39.3% | epoch: 1 | remaining: 37s    
step 00916 (87.5%) | loss: 3.375442 | lrm: 0.21 | dt: 290ms | tok/sec: 1,807,418 | mfu: 39.6% | epoch: 1 | remaining: 37s    
step 00917 (87.6%) | loss: 3.420692 | lrm: 0.21 | dt: 291ms | tok/sec: 1,801,729 | mfu: 39.5% | epoch: 1 | remaining: 37s    
step 00918 (87.7%) | loss: 3.338380 | lrm: 0.21 | dt: 291ms | tok/sec: 1,802,015 | mfu: 39.5% | epoch: 1 | remaining: 37s    
step 00919 (87.8%) | loss: 3.347674 | lrm: 0.20 | dt: 290ms | tok/sec: 1,807,903 | mfu: 39.6% | epoch: 1 | remaining: 36s    
step 00920 (87.9%) | loss: 3.392435 | lrm: 0.20 | dt: 291ms | tok/sec: 1,801,707 | mfu: 39.5% | epoch: 1 | remaining: 36s    
step 00921 (88.0%) | loss: 3.376051 | lrm: 0.20 | dt: 290ms | tok/sec: 1,807,503 | mfu: 39.6% | epoch: 1 | remaining: 36s    
step 00922 (88.1%) | loss: 3.338607 | lrm: 0.20 | dt: 290ms | tok/sec: 1,806,997 | mfu: 39.6% | epoch: 1 | remaining: 35s    
step 00923 (88.2%) | loss: 3.348918 | lrm: 0.20 | dt: 289ms | tok/sec: 1,816,202 | mfu: 39.8% | epoch: 1 | remaining: 35s    
step 00924 (88.3%) | loss: 3.365912 | lrm: 0.20 | dt: 291ms | tok/sec: 1,798,959 | mfu: 39.4% | epoch: 1 | remaining: 35s    
step 00925 (88.4%) | loss: 3.303683 | lrm: 0.19 | dt: 291ms | tok/sec: 1,802,755 | mfu: 39.5% | epoch: 1 | remaining: 35s    
step 00926 (88.5%) | loss: 3.320915 | lrm: 0.19 | dt: 292ms | tok/sec: 1,793,478 | mfu: 39.3% | epoch: 1 | remaining: 34s    
step 00927 (88.6%) | loss: 3.333151 | lrm: 0.19 | dt: 289ms | tok/sec: 1,812,713 | mfu: 39.7% | epoch: 1 | remaining: 34s    
